hot-points_range=100,2514,2684,2600,2658,2667,2631,2635
point-query.pre_range=100,21644,21757,22325,21431,21674,22271,22056
point-query_range=100,21628,22397,21840,22038,22443,22118,23153
points-covered-pk.pre_range=100,1586,1665,1636,1640,1646,1650,1654
points-covered-pk_range=100,1519,1611,1579,1583,1628,1630,1644
points-covered-si.pre_range=100,1508,1599,1547,1624,1650,1651,1646
points-covered-si_range=100,1492,1563,1511,1613,1646,1649,1653
points-notcovered-pk.pre_range=100,1440,1516,1487,1479,1504,1509,1506
points-notcovered-pk_range=100,1377,1461,1442,1441,1473,1475,1482
points-notcovered-si.pre_range=100,1358,1435,1402,1449,1468,1475,1462
points-notcovered-si_range=100,1322,1391,1365,1440,1458,1465,1463
random-points.pre_range=1000,159,168,165,164,165,165,166
random-points.pre_range=100,1462,1550,1517,1505,1528,1530,1530
random-points.pre_range=10,8804,9407,9219,9348,9451,9425,9359
random-points_range=1000,154,162,159,159,162,162,163
random-points_range=100,1420,1485,1459,1460,1515,1499,1510
random-points_range=10,8606,9189,8958,9101,9252,9277,9266
range-covered-pk.pre_range=100,7633,8545,8404,8696,8738,8512,8474
range-covered-pk_range=100,6787,7709,7649,7752,7972,7730,7702
range-covered-si.pre_range=100,6272,6909,6914,7210,7421,7108,7035
range-covered-si_range=100,6170,6821,6802,7132,7377,7077,6996
range-notcovered-pk.pre_range=100,5511,6065,5971,6093,6118,6090,5995
range-notcovered-pk_range=100,4604,4919,4917,4946,5015,4970,4973
range-notcovered-si.pre_range=100,3461,3667,3657,3717,3779,3725,3714
range-notcovered-si_range=100,3381,3581,3581,3634,3693,3642,3659
read-only.pre_range=10000,225,224,219,217,231,238,240
read-only.pre_range=100,11503,12044,11917,12013,12163,12036,12019
read-only.pre_range=10,16193,17131,16632,16877,16579,16693,16827
read-only_range=10000,188,187,183,182,193,196,201
read-only_range=100,10316,10730,10595,10682,10906,10775,10876
read-only_range=10,15966,16767,16310,16591,16218,16348,16568
scan_range=100,1.466,1.468,1.458,1.469,1.596,1.592,1.593
delete_range=100,19928,20400,19930,20515,20479,20462,20612
insert_range=100,10474,11215,11086,11015,11270,10838,11100
read-write_range=100,10434,10894,10686,10837,11079,10900,11010
read-write_range=10,15135,16029,15675,15789,16010,15887,15959
update-index_range=100,12888,13259,12901,13139,13320,13240,13556
update-inlist_range=100,4267,4368,4265,4307,4859,4824,4843
update-nonindex_range=100,13934,14358,14086,14433,15366,15097,15472
update-one_range=100,14793,15995,15743,16977,16895,16443,16986
update-zipf_range=100,13868,14411,14131,14404,15294,15147,15353
write-only_range=10000,18937,19389,18942,19397,19659,19589,19355
