hot-points_range=100,4697,4984,4921,5033,4932,9482,9544
point-query_range=100,25946,26370,26311,26249,26863,26972,26871
points-covered-pk_range=100,2530,2518,2484,2559,2576,2485,2535
points-covered-si_range=100,2488,2563,2497,2537,2570,2497,2560
points-notcovered-pk_range=100,2001,2019,2015,2033,2052,2013,2033
points-notcovered-si_range=100,1971,1993,2002,2024,2024,2007,2003
random-points_range=1000,226,231,229,234,234,231,231
random-points_range=100,2024,2048,2028,2046,2069,2032,2049
random-points_range=10,12251,12319,12271,12384,12507,12322,12327
range-covered-pk_range=100,11678,11517,11584,11599,11660,11481,11335
range-covered-si_range=100,10698,10733,10709,10632,10680,10469,10492
range-notcovered-pk_range=100,7457,7414,7457,7454,7564,7437,7463
range-notcovered-si_range=100,5017,4993,5003,5004,5050,5040,5046
read-only-count_range=1000,2163,2184,2233,2225,2271,2223,2181
read-only-distinct_range=1000,6216,6239,6248,6424,6479,6403,6372
read-only-order_range=1000,6498,6481,6501,6673,6745,6861,6774
read-only_range=10000,322,319,326,333,342,342,343
read-only_range=100,15154,15106,15203,15156,15454,15404,15161
read-only_range=10,22243,22064,22010,22053,22433,22149,21978
read-only-simple_range=1000,12297,12244,12382,12364,12705,12528,12622
read-only-sum_range=1000,14971,15028,15188,15168,15553,15297,15199
scan_range=100,2606,2836,3056,3052,2736,3080,3196
scan.warm_range=100,2608,2874,2995,3001,2694,3060,3172
delete_range=100,21450,21402,21740,21538,21961,24007,23867
insert_range=100,14188,13995,13948,13834,13847,15148,14665
read-write_range=100,15461,15363,15426,15323,15585,15657,15539
read-write_range=10,20820,20626,20684,20713,20976,21057,20930
update-index_range=100,15465,15267,15138,15352,15522,16641,16449
update-inlist_range=100,6423,6400,6950,7027,6968,7061,6984
update-nonindex_range=100,16392,16331,16939,16989,17331,18669,18500
update-one_range=100,19031,19016,18277,18329,18802,20125,19867
update-zipf_range=100,16136,16137,16601,16662,16900,18826,18686
write-only_range=10000,22753,22532,22648,22661,22741,24134,23891
