hot-points_range=100,1721,1735,1751,1759,1754,1760,1751,1732,1762
point-query_range=100,11096,11177,11318,11179,11166,11712,11574,11629,11404
points-covered-pk_range=100,1193,1252,1195,1262,1257,1218,1220,1267,1268
points-covered-si_range=100,1002,1033,1055,1032,976,1043,1050,1018,1003
points-notcovered-pk_range=100,1196,1218,1205,1212,1166,1210,1201,1175,1223
points-notcovered-si_range=100,593,580,584,581,581,591,579,590,572
random-points_range=1000,139,134,138,134,137,140,141,134,133
random-points_range=100,1206,1231,1168,1202,1219,1215,1209,1183,1219
random-points_range=10,5398,5467,5392,5494,5367,5387,5488,5532,5512
range-covered-pk_range=100,4445,4493,4498,4586,4562,4597,4554,4589,4603
range-covered-si_range=100,4712,4762,4850,4892,4827,4899,4889,4918,4907
range-notcovered-pk_range=100,4066,4135,4222,4234,4259,4215,4207,4228,4275
range-notcovered-si_range=100,1205,1171,1168,1213,1199,1195,1176,1206,1211
read-only_range=10000,254,263,270,269,273,265,267,274,270
read-only_range=100,7824,7898,7981,7977,7995,8100,7983,8153,8079
read-only_range=10,10099,10043,10102,10099,10151,10434,10347,10466,10166
scan_range=100,1028.2,1101.4,1101.7,1095.4,1028.2,1099.4,1185.3,1241.2,1181.4
delete_range=100,5304,5289,5304,5305,5271,5283,5329,5318,5342
insert_range=100,5235,5188,5260,5231,5264,5285,5253,5288,5273
read-write_range=100,7355,7404,7416,7422,7475,7568,7543,7602,7478
read-write_range=10,8766,8773,8805,8838,8810,8993,9047,9056,8958
update-index_range=100,4829,4836,4854,4884,4850,4864,4866,4859,4890
update-inlist_range=100,2541,2532,2540,2538,2513,2520,2562,2564,2548
update-nonindex_range=100,4853,4849,4897,4886,4904,4868,4892,4890,4895
update-one_range=100,5374,5371,5385,5393,5406,5394,5437,5418,5435
update-zipf_range=100,4944,4928,4957,4962,4977,4952,4954,4979,4983
write-only_range=10000,9316,9282,9344,9312,9333,9302,9370,9383,9328
