hot-points_range=100,60045,59741,58270,57067,59720,59809,60501,60682
point-query_range=100,754616,747908,721374,709550,731654,723563,708967,708668
points-covered-pk_range=100,57725,57573,57423,57825,57917,58306,58532,59125
points-covered-si_range=100,59399,59687,58946,60087,60276,60624,61324,60302
points-notcovered-pk_range=100,56147,56066,55955,56338,56398,56837,57040,57589
points-notcovered-si_range=100,33859,33683,33553,33966,34132,34239,34526,34254
random-points_range=1000,5947,5925,5927,5972,5968,6017,6054,6102
random-points_range=100,56376,56308,56258,56556,56723,57072,57348,57925
random-points_range=10,326039,324630,319385,319220,320783,319124,317567,318476
range-covered-pk_range=100,375629,386725,370077,368737,373725,365897,363224,366540
range-covered-si_range=100,403006,416138,400154,399157,407658,399205,396411,394664
range-notcovered-pk_range=100,332802,336571,332076,331117,337278,335882,330345,331966
range-notcovered-si_range=100,59656,59355,59351,59796,60051,60333,60366,61082
read-only-count_range=1000,130115,129842,126044,125312,128466,127432,126021,126564
read-only-distinct_range=1000,287906,287789,284707,283841,290728,284912,285441,284998
read-only-order_range=1000,380863,380274,375049,372939,385803,377140,376825,377389
read-only_range=10000,15434,15365,15362,15188,15459,15353,15335,15376
read-only_range=100,531537,535651,523484,521709,534591,520763,519041,521589
read-only_range=10,650866,654181,637825,635653,644898,626041,626148,627027
read-only-simple_range=1000,455304,462755,451746,448994,465901,457572,457174,453498
read-only-sum_range=1000,566324,564353,553628,545483,562732,545252,547151,546633
scan_range=100,4343,4385,4280,4294,4315,4249,4357,4320
scan.warm_range=100,4439,4354,4302,4292,4287,4282,4365,4289
delete_range=100,241764,220956,231944,213529,236406,209844,230428,209451
insert_range=100,119588,99656,115079,99421,117849,99489,117440,100602
read-write_range=100,367471,364827,358663,356213,366015,354193,357623,355686
read-write_range=10,402452,399781,391896,389849,399903,385608,390606,389344
update-index_range=100,79315,77298,78360,76746,79553,76195,78409,76593
update-inlist_range=100,52379,49802,49648,47966,51233,48984,49350,49556
update-nonindex_range=100,108882,103141,103467,99469,104534,98377,103530,98569
update-one_range=100,66282,61980,64468,61287,65226,61228,64537,61391
update-zipf_range=100,108523,103015,102699,99018,104098,97938,102821,97713
write-only_range=10000,266770,254898,259611,249611,264632,247573,258733,248034
